Time,pm10 standard,pm25 standard,pm100 standard,temperature,gas,humidity,pressure,altitude
1708733112.399316,0,1,1,22.8065625,274437,31.739744787860594,1007.450423507498,48.397716977678876
1708733113.4123325,0,1,1,22.79484375,278366,31.738720814330897,1007.4565571196661,48.346412688738084
1708733114.425321,0,1,1,22.7813671875,275811,31.74321168495798,1007.4597518507444,48.31969062228538
1708733115.4384565,0,1,1,22.765546875,274894,31.74182951319629,1007.4504552875526,48.39745115437105
1708733116.4515588,0,1,1,22.7493359375,273982,31.76308716124122,1007.4439342218922,48.45199655445255
1708733117.4646406,0,1,1,22.7368359375,269076,31.779001919644095,1007.4419005658388,48.4690071122675
1708733118.4777477,0,1,1,22.728828125,264342,31.812321577416242,1007.4336591477992,48.5379429073121
1708733119.4909115,0,1,1,22.7247265625,261830,31.857334426388775,1007.4302324122651,48.56660615979586
1708733120.503965,0,1,1,22.724140625,261416,31.896995034376566,1007.4241096306686,48.617820940321
1708733121.5170753,0,1,1,22.72609375,259365,31.965269699436014,1007.418801873334,48.66221855134418
1708733122.5310032,1,1,1,22.7315625,258150,32.00549245743029,1007.4210847446295,48.64312307492739
1708733123.54568,1,1,1,22.738203125,257546,32.04583036223071,1007.4098957265679,48.73671590936661
