Time,pm10 standard,pm25 standard,pm100 standard,temperature,gas,humidity,pressure,altitude
1708733124.5587664,1,1,1,22.746796875,256746,32.08635260862008,1007.4105433516853,48.731298693413834
1708733125.5718658,1,1,1,22.756953125,255555,32.12134213122955,1007.4069440115894,48.76140627448326
1708733126.5848649,1,1,1,22.770234375,256348,32.15661735041043,1007.4085670997869,48.74782953624878
1708733127.597895,1,1,1,22.7856640625,257948,32.18640676962435,1007.4120656098389,48.718565410305914
1708733128.6109834,1,1,1,22.8020703125,255951,32.20491638830849,1007.413766026693,48.70434189564949
1708733129.6239977,1,1,1,22.820234375,256746,32.223585113778306,1007.4201178504787,48.65121082596754
1708733130.6369672,1,1,1,22.8403515625,256746,32.23674202824633,1007.4160145625448,48.68553354767651
1708733131.6499863,1,1,1,22.8602734375,255161,32.24419496554116,1007.4235865875876,48.62219601196629
1708733132.663039,1,1,1,22.88078125,256348,32.26308011950257,1007.4201323642487,48.65108942301687
1708733133.6759963,1,1,1,22.9016796875,256149,32.24786339483603,1007.420758701986,48.645850313528825
1708733134.6891181,1,1,1,22.9231640625,255555,32.26114729540129,1007.4223622905859,48.632436833521005
1708733135.7025833,1,1,1,22.946015625,257747,32.25179315874981,1007.4296786830064,48.5712378878011
1708733136.7167575,1,1,1,22.9676953125,256149,32.248025267452455,1007.4281745827772,48.58381910652013
1708733137.7313247,0,0,0,22.9891796875,254964,32.249930374665965,1007.4246267571559,48.613495360714204
1708733138.745784,0,0,0,23.0096875,251091,32.22329910282498,1007.4348818602081,48.527715433182294
1708733139.7584648,0,0,0,23.030390625,247890,32.230824250836136,1007.4351704354843,48.52530162405148
1708733140.7715542,0,1,1,23.0503125,243867,32.23259092019474,1007.4392977329469,48.49077860199588
1708733141.7845662,0,1,1,23.0700390625,242970,32.21727018161224,1007.4465279394336,48.430301391169884
