Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1712966926.55,0,0,21.0,2.0,5.0,5.0,28.35021484375,36.91229760637988,997.2591075901007,133.99393555010636,51571.5
1712966928.52,0,0,28.5,2.0,5.0,5.0,28.36349609375,38.11347826113292,997.2713337090119,133.8908254564796,10372.5
1712966930.54,0,0,30.5,2.0,5.0,5.0,28.4329296875,37.55963574757655,997.2872357400199,133.75671606554724,18774.0
1712966932.51,0,0,26.0,2.0,5.0,5.0,28.4950390625,37.00082507815334,997.2945664041538,133.69489364393536,28286.5
1712966934.53,0,0,26.0,2.0,5.0,5.0,28.543476562499997,36.51092865943352,997.3001503811354,133.6478019882909,36059.5
1712966936.51,0,0,21.5,2.0,5.0,5.0,28.58048828125,36.11333925832519,997.298225624965,133.66403412418776,42436.5
1712966938.54,0,0,26.0,2.0,5.0,6.0,28.60861328125,35.81951936244216,997.3038145550487,133.61690081848403,49859.0
1712966940.49,0,0,26.0,2.0,5.0,6.0,28.60861328125,35.81951936244216,997.3038145550487,133.61690081848403,49859.0
1712966942.53,0,0,26.0,2.0,5.5,6.0,28.62619140625,35.605075664544586,997.2995645028847,133.6527428884756,54978.0
1712966944.52,0,0,23.5,2.0,5.5,6.0,28.637324218750003,35.38731611258029,997.2982893436399,133.663496746357,59410.0
1712966946.54,0,0,26.0,2.0,6.0,6.0,28.64337890625,35.19000896475289,997.3011796248354,133.63912203034624,63129.0
1712966948.51,0,0,24.0,2.0,6.0,6.0,28.6473828125,35.01633451466368,997.3101431240644,133.56353019009862,66481.0
1712966950.54,0,0,30.0,2.0,5.0,6.0,28.6503125,34.87515095420774,997.3100506332324,133.5643102004248,69573.0
1712966952.51,0,0,30.0,2.0,5.0,6.0,28.6497265625,34.75729765808445,997.3072959336077,133.58754133191488,71927.5
1712966954.54,0,0,30.0,2.0,5.0,6.0,28.64796875,34.66001111883485,997.3027294563684,133.62605184943018,74263.5
1712966956.51,0,0,36.5,2.0,5.0,6.0,28.64787109375,34.58353321247985,997.3025784656977,133.6273251909383,76354.5
1712966958.54,0,0,31.5,2.0,5.0,6.0,28.645527343749997,34.51862794996607,997.3017280705458,133.63449680270912,78248.5
1712966960.52,0,0,20.5,2.0,5.0,6.0,28.64455078125,34.46269883525928,997.3002182446482,133.64722966509737,79954.0
1712966962.53,0,0,20.5,2.0,5.0,6.0,28.64357421875,34.4185384342634,997.2802206167264,133.81587776535855,81430.0
1712966964.52,0,0,30.5,2.0,5.0,6.0,28.6364453125,34.39140942546376,997.2923085539683,133.71393507268135,82615.0
1712966966.55,0,0,31.5,2.0,5.0,6.0,28.626484375,34.43155403310104,997.3000174376876,133.64892314272893,83911.5
1712966968.51,0,0,28.5,2.0,5.0,6.0,28.6159375,34.44814740115277,997.3040466868439,133.61494320954301,85086.0
1712966970.53,0,0,28.5,2.0,5.0,6.0,28.60626953125,34.45895252320885,997.3020394968743,133.63187044388388,86379.0
1712966972.53,0,0,24.5,2.0,5.0,6.0,28.59806640625,34.44052501324409,997.3013725214943,133.63749526382355,87363.5
1712966974.54,0,0,25.5,2.0,4.0,6.0,28.5925,34.41354673883156,997.3010848271625,133.6399214848091,88283.5
1712966976.51,0,0,24.0,2.0,4.0,6.0,28.58654296875,34.374791679159074,997.302965939461,133.62405750245142,89311.5
1712966978.54,0,0,33.5,2.0,4.0,6.0,28.58390625,34.3304996843312,997.3053592259178,133.60387414648324,90597.5
1712966980.51,0,0,33.5,2.0,4.0,6.0,28.57921875,34.24788066432375,997.3055058026365,133.60263804758705,91443.0
1712966982.54,0,0,22.5,2.0,4.0,6.0,28.570332031249997,34.164899371917315,997.3019322765846,133.63277473273706,92208.5
1712966984.51,0,0,31.5,2.0,4.0,6.0,28.5606640625,34.08775021922961,997.3045446411606,133.61074377839773,93035.5
1712966986.54,0,0,23.0,2.0,4.0,7.0,28.554707031249997,34.05201212648231,997.2953336297254,133.68842333278812,94563.5
1712966988.52,0,0,29.0,2.0,4.0,7.0,28.5501171875,34.02520318481341,997.2928579041179,133.70930209073134,96154.0
1712966990.54,0,0,29.0,2.0,4.0,7.0,28.54572265625,34.02184865661687,997.2999266442276,133.64968884925148,96549.0
1712966992.48,0,0,32.0,2.0,4.0,7.0,28.54572265625,34.02184865661687,997.2999266442276,133.64968884925148,96549.0
1712966994.55,0,0,28.0,2.0,4.0,7.0,28.53986328125,34.04471570478382,997.3075028270487,133.58579665249914,96814.0
1712966996.51,0,0,31.0,2.0,4.0,7.0,28.5286328125,34.06413582945899,997.3113944772119,133.5529771892825,97483.5
1712966998.53,0,0,31.0,1.5,3.5,5.5,28.514375,34.08326435609581,997.3013620486691,133.63758358830447,98053.0
1712967000.51,0,0,26.0,1.5,3.5,5.5,28.50607421875,34.05609232356511,997.2986924262837,133.66009741099595,98739.5
1712967002.55,0,0,30.5,1.0,2.5,4.5,28.49806640625,34.04067033882116,997.3001723077066,133.6476170897094,99044.5
1712967004.52,0,0,30.5,1.0,2.5,4.5,28.48185546875,34.03324354380967,997.3009807257897,133.64079941271228,99352.0
1712967006.54,0,0,26.5,1.0,2.0,4.0,28.46818359375,34.01142037024381,997.3084869074985,133.57749750150882,100171.0
1712967008.49,0,0,26.5,1.0,2.0,4.0,28.458613281250003,33.9929256847325,997.3112454318239,133.5542341309114,100714.5
1712967010.54,0,0,26.5,1.0,3.0,4.0,28.453046875,33.97482065969055,997.3164989815932,133.50992970571025,100772.0
